id,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
2793,A,B,A,B,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,D,B,B,D,D,A,D,D,B,D,B,A,A,A,A,A,D,B,C,E,C,D,T,N,L,A,A,I,E,H,I,K,BI,EG,C,J,L,A,P,IH,0.391956,0.100099,0.139862,0.493605,0.281143,0.494767,0.436706,0.67787,0.39648,0.25604,0.415029,0.443374,0.546532,0.38871,1696.8
2794,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,B,A,A,C,E,E,H,F,B,BI,DK,A,AV,AF,A,K,DJ,0.471447,0.737068,0.61366,0.189137,0.295397,0.381515,0.363768,0.24564,0.40455,0.47225,0.334828,0.352251,0.342239,0.311658,1778.72
2795,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,B,B,B,C,B,B,C,A,B,A,A,A,D,D,E,E,D,A,S,H,A,A,A,C,D,L,K,I,BI,CO,G,AS,AE,A,N,BY,0.125526,0.555782,0.61366,0.236924,0.858841,0.183243,0.251696,0.40028,0.21374,0.19431,0.167024,0.165648,0.40452,0.729251,7190.19
2797,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,A,B,A,A,A,A,A,D,D,C,E,C,A,C,H,D,A,A,G,K,G,G,H,BI,BT,A,U,AX,A,H,HV,0.202171,0.681761,0.916157,0.54456,0.281143,0.365009,0.635715,0.75525,0.27393,0.5,0.866698,0.887214,0.185427,0.2973,955.16
2798,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,A,A,P,A,A,A,A,G,H,G,F,B,BI,V,G,N,BM,A,K,HK,0.590735,0.422197,0.745801,0.564742,0.895958,0.437758,0.514954,0.54236,0.479,0.51111,0.742852,0.729856,0.3574,0.603038,2405.28
2799,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,C,B,A,A,A,A,A,D,D,E,E,G,E,R,J,A,A,C,G,E,G,I,F,BI,BT,A,U,AX,A,O,HK,0.682905,0.681761,0.484196,0.432728,0.534484,0.667402,0.511009,0.57187,0.73271,0.75234,0.588753,0.576121,0.768525,0.297822,4134.6
2802,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,B,D,B,B,A,B,D,B,D,A,A,G,H,D,B,C,E,A,C,T,H,A,A,F,J,F,F,G,G,BI,CL,A,E,L,A,N,LF,0.893784,0.245921,0.280933,0.713852,0.281143,0.726619,0.425861,0.75964,0.93383,0.7877,0.711942,0.714544,0.751507,0.81495,3771.81
2806,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,D,B,A,A,A,B,H,D,C,C,E,G,D,T,F,F,A,B,K,E,E,H,K,BI,AC,C,AK,L,A,O,LM,0.855947,0.358319,0.26357,0.705434,0.281143,0.91076,0.73396,0.89839,0.81945,0.83202,0.757468,0.772574,0.806381,0.470083,3793.76
2810,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,A,A,A,B,D,E,J,H,B,AB,EB,A,E,X,A,L,CU,0.287238,0.422197,0.506105,0.944513,0.863,0.234535,0.271323,0.64027,0.31763,0.2123,0.217678,0.230661,0.307181,0.798133,836.32
2812,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,L,J,A,A,F,G,G,E,B,BI,BT,A,K,AG,A,K,GS,0.540916,0.199504,0.673861,0.18295,0.281143,0.395483,0.590449,0.25918,0.42289,0.36974,0.558237,0.546052,0.298734,0.361026,3920.59
2824,B,B,A,B,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,H,M,A,A,I,H,F,F,D,BI,EG,C,K,AN,A,K,KP,0.583707,0.358319,0.54977,0.208655,0.281143,0.570733,0.94802,0.2926,0.56682,0.46672,0.771508,0.785706,0.363547,0.369704,4403.7
2831,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,D,C,B,D,B,D,A,A,B,A,D,B,C,E,A,C,T,D,A,A,A,K,F,H,H,G,BL,AD,A,S,Y,E,O,LO,0.850132,0.078346,0.111114,0.62377,0.473767,0.599275,0.278901,0.44106,0.90264,0.78396,0.569745,0.576121,0.786955,0.678677,2279.1
2832,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,A,A,C,B,B,B,A,A,A,A,A,C,B,D,E,C,A,P,A,A,A,A,D,D,H,E,B,BQ,U,A,T,BM,E,J,DC,0.465671,0.199504,0.336963,0.483397,0.689594,0.303881,0.356898,0.36083,0.36091,0.36458,0.225753,0.222634,0.26115,0.195308,676.15
2838,A,B,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,D,B,D,B,D,B,B,C,B,B,D,A,A,A,C,A,D,D,E,E,E,A,S,L,L,A,A,E,J,H,H,I,BI,CL,A,E,BJ,A,K,EI,0.270907,0.785784,0.944251,0.29243,0.666857,0.358493,0.498426,0.49462,0.32496,0.39599,0.81013,0.798279,0.345247,0.823337,29601.81
2840,A,B,A,B,B,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,C,A,A,C,B,B,C,A,A,A,A,A,C,D,D,E,C,A,P,L,I,A,B,G,H,F,F,D,BI,CL,C,C,AN,A,J,HK,0.503312,0.785784,0.728827,0.229617,0.281143,0.463958,0.730767,0.37194,0.44352,0.45017,0.705501,0.714544,0.293178,0.772099,15325.9
2841,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,D,B,B,D,B,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,N,A,A,E,E,G,H,I,K,BI,CO,A,AG,AS,A,M,DH,0.401673,0.620805,0.944251,0.463029,0.281143,0.502117,0.452303,0.53642,0.42289,0.56081,0.622276,0.609277,0.562997,0.782257,6921.47
2842,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,A,D,C,B,B,B,A,A,A,A,A,C,B,D,E,E,A,P,B,A,A,A,D,D,J,G,B,AB,C,C,AS,BK,A,L,CR,0.311557,0.358319,0.336963,0.208655,0.348388,0.235381,0.23452,0.39455,0.30859,0.26029,0.18987,0.187838,0.310026,0.715134,1456.88
2848,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,A,A,C,B,B,D,A,A,B,B,H,C,D,D,E,E,A,P,F,A,C,A,D,F,I,H,B,BI,CO,A,AS,X,A,K,CR,0.327952,0.827585,0.745801,0.886774,0.422268,0.281728,0.314502,0.64027,0.34365,0.45567,0.304315,0.301921,0.333292,0.714843,9846.04
2850,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,D,C,D,A,D,T,F,A,A,B,K,F,F,K,K,BI,CS,A,AS,L,A,P,LN,0.655966,0.681761,0.298977,0.761209,0.372405,0.862203,0.750017,0.82252,0.58325,0.80569,0.82184,0.810292,0.867611,0.715596,1936.69
2852,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,D,D,A,E,E,A,F,F,A,C,A,E,E,H,J,A,BI,CL,A,AS,BN,A,M,FB,0.151031,0.681761,0.336963,0.327354,0.889301,0.343757,0.498919,0.47669,0.24801,0.26029,0.275431,0.270746,0.375975,0.708341,4544.13
2855,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,J,A,A,B,F,E,G,E,B,BI,EG,A,AN,I,A,J,HA,0.553846,0.199504,0.26357,0.696873,0.388783,0.402816,0.359894,0.23688,0.43731,0.50556,0.359572,0.352251,0.301535,0.283726,2512.9
2857,B,B,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,B,C,B,D,B,A,A,A,B,H,D,B,C,E,C,D,T,F,G,A,A,G,E,H,M,K,BI,CO,E,AY,AJ,A,Q,HV,0.277834,0.555782,0.280933,0.364302,0.397069,0.543463,0.474389,0.36083,0.34365,0.44467,0.4922,0.481306,0.725783,0.544245,1063.44
2858,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,D,C,E,C,A,D,I,A,A,A,E,F,H,F,A,BI,BT,C,AY,AX,J,J,DP,0.380957,0.620805,0.54977,0.452887,0.560299,0.31748,0.388663,0.71817,0.36285,0.39599,0.341813,0.352251,0.266328,0.548883,2189.2
2859,A,B,A,A,B,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,C,E,E,A,D,B,I,A,C,D,E,J,F,A,BI,CS,A,AN,AE,A,J,CK,0.282512,0.488789,0.711159,0.412789,0.302678,0.213293,0.299179,0.29758,0.34365,0.30529,0.24541,0.241676,0.222124,0.283699,4666.57
2860,A,B,A,B,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,B,B,B,B,C,B,B,B,A,A,A,A,A,C,D,D,E,A,A,P,I,J,A,A,H,F,G,E,B,BI,EG,E,E,K,A,J,HX,0.629339,0.15999,0.215772,0.713852,0.811271,0.408772,0.346702,0.36083,0.46853,0.52221,0.453334,0.443374,0.327393,0.822818,3183.99
2861,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,G,A,P,F,A,A,E,I,I,E,F,D,BI,CL,A,AF,AN,A,J,KW,0.601902,0.620805,0.792378,0.24439,0.281143,0.653958,0.972119,0.36636,0.60151,0.56627,0.883714,0.925574,0.345247,0.217561,4636.14
2865,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,N,A,A,A,G,F,G,F,B,AB,EG,I,AS,K,A,K,HK,0.634734,0.620805,0.397983,0.869299,0.845727,0.456654,0.42328,0.36083,0.46853,0.51666,0.527274,0.515644,0.363547,0.740004,2479.54
2871,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,B,B,C,B,A,B,A,A,A,C,A,D,D,A,E,E,A,E,H,A,A,A,F,G,G,G,H,BI,AY,C,AT,AT,N,I,HC,0.128744,0.199504,0.484196,0.309621,0.364322,0.318245,0.802615,0.50658,0.18685,0.24355,0.511698,0.500382,0.158869,0.765168,7608.21
2872,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,D,D,C,B,B,B,A,A,A,A,A,C,D,D,G,C,A,P,I,A,A,B,E,F,G,F,B,BI,BT,A,AF,AX,A,L,EP,0.475784,0.620805,0.728827,0.514031,0.281143,0.435444,0.485475,0.7133,0.44352,0.33924,0.445614,0.435852,0.345247,0.2169,906.83
2874,B,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,A,A,P,O,F,A,A,I,G,F,D,D,BI,CL,A,AS,J,A,I,KW,0.720498,0.299102,0.336963,0.402922,0.356315,0.580214,0.851724,0.29758,0.56889,0.60401,0.727671,0.714544,0.30435,0.732657,3158.53
2880,A,B,A,B,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,B,H,D,D,D,E,E,A,P,F,I,A,A,D,E,K,H,B,BI,CO,C,AN,X,A,M,CR,0.284869,0.737068,0.54977,0.886774,0.422268,0.219274,0.295981,0.64027,0.31763,0.25604,0.223038,0.241676,0.360468,0.283205,2945.88
2882,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,C,C,D,A,D,T,K,A,A,A,K,F,G,L,K,BI,EG,A,AS,L,E,P,LN,0.612965,0.358319,0.26357,0.761209,0.281143,0.78973,0.703039,0.82252,0.58325,0.79863,0.784967,0.772574,0.859764,0.730268,911.37
2883,A,B,B,A,A,A,A,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,B,D,B,B,C,B,B,D,A,A,B,A,A,D,B,C,E,E,A,D,L,F,A,A,D,E,I,F,A,BI,EG,A,AV,K,A,K,DC,0.354006,0.422197,0.462347,0.83324,0.811271,0.258777,0.255339,0.58934,0.32496,0.26029,0.24541,0.255941,0.271571,0.317398,4424.59
2885,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,D,B,B,D,B,D,B,A,B,D,B,A,A,A,G,H,D,B,C,E,E,D,T,N,A,C,D,E,E,J,L,K,BI,CO,A,AI,AS,A,O,DF,0.277834,0.488789,0.484196,0.383428,0.491114,0.354984,0.384683,0.47073,0.32128,0.46672,0.284869,0.279884,0.654753,0.347378,3329.36
2891,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,B,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,B,B,B,C,B,B,B,A,A,A,C,A,D,D,D,E,E,A,P,G,A,A,D,D,E,J,G,B,BI,EG,C,AH,BM,F,L,CK,0.347403,0.785784,0.61366,0.473202,0.939556,0.242437,0.289949,0.24564,0.30859,0.32935,0.223038,0.220003,0.333292,0.275923,9949.55
2898,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,B,C,B,D,B,D,A,A,B,H,C,D,C,E,A,C,T,F,A,A,A,K,G,E,H,G,BI,CQ,A,B,BM,F,P,LY,0.899689,0.620805,0.484196,0.594598,0.800402,0.898283,0.624096,0.79284,0.94438,0.8351,0.933174,0.926619,0.851532,0.843907,3032.57
2902,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,D,B,B,B,A,A,A,A,A,C,B,D,E,C,A,P,H,A,A,A,E,E,I,F,B,BQ,V,G,E,BM,A,K,DJ,0.475784,0.358319,0.440642,0.534409,0.78323,0.326207,0.365369,0.36083,0.39849,0.39599,0.29775,0.292356,0.339244,0.806926,2963.1
2904,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,C,B,B,A,B,D,B,D,A,A,G,H,D,D,C,E,A,C,T,B,A,A,A,K,H,F,H,G,BI,BP,A,AS,BM,A,P,LY,0.899689,0.737068,0.484196,0.594598,0.858841,0.812567,0.503978,0.72299,0.94438,0.8351,0.933174,0.926619,0.848129,0.732078,2451.07
2922,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,C,B,A,A,A,G,H,D,C,E,E,G,E,R,B,A,A,A,G,E,G,I,F,BI,EG,I,V,L,A,P,HK,0.690392,0.422197,0.280933,0.789639,0.388783,0.637821,0.452425,0.94651,0.68237,0.46672,0.453334,0.443374,0.704052,0.186961,1617.67
2925,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,G,H,D,D,C,E,E,A,K,J,A,A,A,E,F,I,I,A,BI,EG,C,AD,BN,A,L,FB,0.189391,0.681761,0.506105,0.327354,0.889301,0.29819,0.298765,0.5006,0.29269,0.32446,0.341813,0.335036,0.348267,0.79331,2158.96
2928,A,B,A,A,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,C,B,A,A,A,A,A,D,B,E,E,G,E,R,H,G,A,B,H,E,G,I,F,BI,BC,A,K,S,A,M,HX,0.636078,0.488789,0.280933,0.761209,0.696981,0.627435,0.451447,0.5245,0.64873,0.79139,0.472726,0.500382,0.689974,0.356743,2145.65
2935,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,I,A,A,B,C,E,K,H,B,K,EB,A,S,AE,N,L,CI,0.289618,0.358319,0.506105,0.354893,0.302678,0.186254,0.317274,0.27797,0.32128,0.24355,0.180456,0.178698,0.30435,0.673934,3284.52
